file,class,is_dispatch,bases,attr_key,attr_val,method_signature,method_doc
CATAGTIDLTypeLib.py,AGTConnectors,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATAGTIDLTypeLib.py,AGTConnectors,True,DispatchBaseClass,,,"Item(self, iIndex)",
CATAGTIDLTypeLib.py,AGTConnectors,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATAGTIDLTypeLib.py,AGTConnectors,True,DispatchBaseClass,,,"__getitem__(self, key)",
CATAGTIDLTypeLib.py,AGTConnectors,True,DispatchBaseClass,,,__len__(self),
CATAGTIDLTypeLib.py,AGTConnectors,True,DispatchBaseClass,,,__nonzero__(self),
CATAGTIDLTypeLib.py,AGTConnectors,True,DispatchBaseClass,CLSID,IID('{45FCB7D7-FD0E-4B35-BCC9-554058162944}'),,
CATAGTIDLTypeLib.py,AGTConnectors,True,DispatchBaseClass,coclass_clsid,None,,
CATAGTIDLTypeLib.py,AGTDraughtStop,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATAGTIDLTypeLib.py,AGTDraughtStop,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATAGTIDLTypeLib.py,AGTDraughtStop,True,DispatchBaseClass,CLSID,IID('{D83D409D-748B-45DC-BBE8-B7171EF30932}'),,
CATAGTIDLTypeLib.py,AGTDraughtStop,True,DispatchBaseClass,coclass_clsid,None,,
CATAGTIDLTypeLib.py,AGTDraughtStops,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATAGTIDLTypeLib.py,AGTDraughtStops,True,DispatchBaseClass,,,"Item(self, iIndex)",
CATAGTIDLTypeLib.py,AGTDraughtStops,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATAGTIDLTypeLib.py,AGTDraughtStops,True,DispatchBaseClass,,,"__getitem__(self, key)",
CATAGTIDLTypeLib.py,AGTDraughtStops,True,DispatchBaseClass,,,__len__(self),
CATAGTIDLTypeLib.py,AGTDraughtStops,True,DispatchBaseClass,,,__nonzero__(self),
CATAGTIDLTypeLib.py,AGTDraughtStops,True,DispatchBaseClass,CLSID,IID('{8AA6F577-E3DD-4FEE-95DB-F2F95FF8E6E2}'),,
CATAGTIDLTypeLib.py,AGTDraughtStops,True,DispatchBaseClass,coclass_clsid,None,,
CATAGTIDLTypeLib.py,AGTFireBridge,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATAGTIDLTypeLib.py,AGTFireBridge,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATAGTIDLTypeLib.py,AGTFireBridge,True,DispatchBaseClass,CLSID,IID('{5C02D12C-4899-4790-AA11-09F419368E73}'),,
CATAGTIDLTypeLib.py,AGTFireBridge,True,DispatchBaseClass,coclass_clsid,None,,
CATAGTIDLTypeLib.py,AGTFireBridges,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATAGTIDLTypeLib.py,AGTFireBridges,True,DispatchBaseClass,,,"Item(self, iIndex)",
CATAGTIDLTypeLib.py,AGTFireBridges,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATAGTIDLTypeLib.py,AGTFireBridges,True,DispatchBaseClass,,,"__getitem__(self, key)",
CATAGTIDLTypeLib.py,AGTFireBridges,True,DispatchBaseClass,,,__len__(self),
CATAGTIDLTypeLib.py,AGTFireBridges,True,DispatchBaseClass,,,__nonzero__(self),
CATAGTIDLTypeLib.py,AGTFireBridges,True,DispatchBaseClass,CLSID,IID('{4E7E6AE7-0C2C-480A-8BA8-97D68A79067C}'),,
CATAGTIDLTypeLib.py,AGTFireBridges,True,DispatchBaseClass,coclass_clsid,None,,
CATAGTIDLTypeLib.py,AGTInsulation,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATAGTIDLTypeLib.py,AGTInsulation,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATAGTIDLTypeLib.py,AGTInsulation,True,DispatchBaseClass,CLSID,IID('{891AB989-B3E7-446B-904A-83F3A295378E}'),,
CATAGTIDLTypeLib.py,AGTInsulation,True,DispatchBaseClass,coclass_clsid,None,,
CATAGTIDLTypeLib.py,AGTInsulations,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATAGTIDLTypeLib.py,AGTInsulations,True,DispatchBaseClass,,,"Item(self, iIndex)",
CATAGTIDLTypeLib.py,AGTInsulations,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATAGTIDLTypeLib.py,AGTInsulations,True,DispatchBaseClass,,,"__getitem__(self, key)",
CATAGTIDLTypeLib.py,AGTInsulations,True,DispatchBaseClass,,,__len__(self),
CATAGTIDLTypeLib.py,AGTInsulations,True,DispatchBaseClass,,,__nonzero__(self),
CATAGTIDLTypeLib.py,AGTInsulations,True,DispatchBaseClass,CLSID,IID('{48E94D90-D843-42EE-93B8-58254E7CACE5}'),,
CATAGTIDLTypeLib.py,AGTInsulations,True,DispatchBaseClass,coclass_clsid,None,,
CATAGTIDLTypeLib.py,AGTMaterialMngt,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATAGTIDLTypeLib.py,AGTMaterialMngt,True,DispatchBaseClass,,,GetMaterial(self),
CATAGTIDLTypeLib.py,AGTMaterialMngt,True,DispatchBaseClass,,,GetSubMaterial(self),
CATAGTIDLTypeLib.py,AGTMaterialMngt,True,DispatchBaseClass,,,"SetMaterial(self, iMaterialName)",
CATAGTIDLTypeLib.py,AGTMaterialMngt,True,DispatchBaseClass,,,"SetSubMaterial(self, iMaterialName)",
CATAGTIDLTypeLib.py,AGTMaterialMngt,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATAGTIDLTypeLib.py,AGTMaterialMngt,True,DispatchBaseClass,CLSID,IID('{3373EB19-DC63-4D20-9B55-8264E3DCDFA8}'),,
CATAGTIDLTypeLib.py,AGTMaterialMngt,True,DispatchBaseClass,coclass_clsid,None,,
CATAGTIDLTypeLib.py,AGTRoot,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATAGTIDLTypeLib.py,AGTRoot,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATAGTIDLTypeLib.py,AGTRoot,True,DispatchBaseClass,CLSID,IID('{A89BCEEB-4A09-4B45-824F-30F7F7A9679D}'),,
CATAGTIDLTypeLib.py,AGTRoot,True,DispatchBaseClass,coclass_clsid,None,,
CATAGTIDLTypeLib.py,AGTSill,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATAGTIDLTypeLib.py,AGTSill,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATAGTIDLTypeLib.py,AGTSill,True,DispatchBaseClass,CLSID,IID('{0026529E-87E2-480E-8D82-6BDAB64E6CF9}'),,
CATAGTIDLTypeLib.py,AGTSill,True,DispatchBaseClass,coclass_clsid,None,,
CATAGTIDLTypeLib.py,AGTSills,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATAGTIDLTypeLib.py,AGTSills,True,DispatchBaseClass,,,"Item(self, iIndex)",
CATAGTIDLTypeLib.py,AGTSills,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATAGTIDLTypeLib.py,AGTSills,True,DispatchBaseClass,,,"__getitem__(self, key)",
CATAGTIDLTypeLib.py,AGTSills,True,DispatchBaseClass,,,__len__(self),
CATAGTIDLTypeLib.py,AGTSills,True,DispatchBaseClass,,,__nonzero__(self),
CATAGTIDLTypeLib.py,AGTSills,True,DispatchBaseClass,CLSID,IID('{E346E6A0-1F0F-41BA-934C-D6F1AFEE8DFC}'),,
CATAGTIDLTypeLib.py,AGTSills,True,DispatchBaseClass,coclass_clsid,None,,
CATAGTIDLTypeLib.py,Covering,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATAGTIDLTypeLib.py,Covering,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATAGTIDLTypeLib.py,Covering,True,DispatchBaseClass,CLSID,IID('{5C4D8DE0-83DD-44D6-AF30-EBAC1B685E93}'),,
CATAGTIDLTypeLib.py,Covering,True,DispatchBaseClass,coclass_clsid,None,,
CATAGTIDLTypeLib.py,Coverings,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATAGTIDLTypeLib.py,Coverings,True,DispatchBaseClass,,,"Item(self, iIndex)",
CATAGTIDLTypeLib.py,Coverings,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATAGTIDLTypeLib.py,Coverings,True,DispatchBaseClass,,,"__getitem__(self, key)",
CATAGTIDLTypeLib.py,Coverings,True,DispatchBaseClass,,,__len__(self),
CATAGTIDLTypeLib.py,Coverings,True,DispatchBaseClass,,,__nonzero__(self),
CATAGTIDLTypeLib.py,Coverings,True,DispatchBaseClass,CLSID,IID('{CF9EEFF1-27F7-443F-BEE1-0E69C15110AA}'),,
CATAGTIDLTypeLib.py,Coverings,True,DispatchBaseClass,coclass_clsid,None,,
CATAGTIDLTypeLib.py,Wall,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATAGTIDLTypeLib.py,Wall,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATAGTIDLTypeLib.py,Wall,True,DispatchBaseClass,CLSID,IID('{95C14106-0363-4FE6-BE8B-81CA0832BC8A}'),,
CATAGTIDLTypeLib.py,Wall,True,DispatchBaseClass,coclass_clsid,None,,
CATAGTIDLTypeLib.py,Walls,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATAGTIDLTypeLib.py,Walls,True,DispatchBaseClass,,,"Item(self, iIndex)",
CATAGTIDLTypeLib.py,Walls,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATAGTIDLTypeLib.py,Walls,True,DispatchBaseClass,,,"__getitem__(self, key)",
CATAGTIDLTypeLib.py,Walls,True,DispatchBaseClass,,,__len__(self),
CATAGTIDLTypeLib.py,Walls,True,DispatchBaseClass,,,__nonzero__(self),
CATAGTIDLTypeLib.py,Walls,True,DispatchBaseClass,CLSID,IID('{658DEB74-E842-46B4-A92F-71870EA5810E}'),,
CATAGTIDLTypeLib.py,Walls,True,DispatchBaseClass,coclass_clsid,None,,
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,AddLeader(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,"ApplyReferencedGeomColor(self, iReleatedR, iReleatedG, iReleatedB)",
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,ApplyReferencedInitColor(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,AssociatedRefFrame(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,CompositeTolerance(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,ControledRadius(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,DatumSimple(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,DatumTarget(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,DefaultAnnotation(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,Dimension3D(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,DimensionLimit(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,DimensionPattern(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,EnvelopCondition(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,FlagNote(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,FreeState(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,"GetGeometricalComponentName(self, iIndex)",
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,GetNbrOfGeometricalComponent(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,"GetSurfaces(self, oSafeArray)",
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,GetSurfacesCount(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,HasAControledRadius(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,HasAFreeState(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,HasAMaterialCondition(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,HasANumericalDisplayFormat(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,HasAParticularTolElem(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,HasATolerancePerUnitBasisRestrictiveValue(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,HasAnEnvelopCondition(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,HasDimensionLimit(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,IsACompositeTolerance(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,IsADefaultAnnotation(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,IsADimensionPattern(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,IsAProjectedToleranceZone(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,IsAShiftedProfileTolerance(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,IsATangentPlane(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,IsAToleranceUnitBasisValue(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,IsAToleranceZone(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,IsAnAssociatedRefFrame(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,MaterialCondition(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,ModifyVisu(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,Noa(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,NumericalDisplayFormat(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,ParticularTolElem(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,ProjectedToleranceZone(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,ReferenceFrame(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,Roughness(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,"SetGeometricalComponentName(self, iIndex, iNewName, iCheckNameUnicityOption)",
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,"SetXY(self, iX, iY)",
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,ShiftedProfileTolerance(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,TangentPlane(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,Text(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,TolerancePerUnitBasisRestrictiveValue(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,ToleranceUnitBasisValue(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,ToleranceZone(self),
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,"TransfertToView(self, iView)",
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,CLSID,IID('{B72306C6-A0CE-11D3-9C94-0008C725D79E}'),,
CATAnnotationTypeLib.py,Annotation,True,DispatchBaseClass,coclass_clsid,None,,
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,AddLeader(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,Coordinatedimension(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,DatumSimple(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,DatumTarget(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,DefaultAnnotation(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,Dimension3D(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,FlagNote(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,"GetGeometricalComponentName(self, iIndex)",
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,GetNbrOfGeometricalComponent(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,"GetSurfaces(self, oSafeArray)",
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,GetSurfacesCount(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,HasAVisualizationDimension(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,HyperLinkManager(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,IsAConsumableAnnotation(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,IsADefaultAnnotation(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,ModifyVisu(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,Noa(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,NonSemanticDatum(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,NonSemanticDatumTarget(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,NonSemanticDimension(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,NonSemanticGDT(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,ReferenceFrame(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,Roughness(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,SemanticGDT(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,"SetGeometricalComponentName(self, iIndex, iNewName, iCheckNameUnicityOption)",
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,"SetXY(self, iX, iY)",
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,Text(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,"TransfertToView(self, iView)",
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,VisualizationDimension(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,Weld(self),
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,CLSID,IID('{A0D587CE-E735-416D-BDA2-ED9BA718A706}'),,
CATAnnotationTypeLib.py,Annotation2,True,DispatchBaseClass,coclass_clsid,None,,
CATAnnotationTypeLib.py,AnnotationFactory,True,DispatchBaseClass,,,"CreateDatum(self, iSurf)",
CATAnnotationTypeLib.py,AnnotationFactory,True,DispatchBaseClass,,,CreateDatumReferenceFrame(self),
CATAnnotationTypeLib.py,AnnotationFactory,True,DispatchBaseClass,,,"CreateDatumTarget(self, iSurf, iDatum)",
CATAnnotationTypeLib.py,AnnotationFactory,True,DispatchBaseClass,,,"CreateEvoluateDatum(self, iSurf, iX, iY, iZ, iWithLeader)",
CATAnnotationTypeLib.py,AnnotationFactory,True,DispatchBaseClass,,,"CreateEvoluateText(self, iSurf, iX, iY, iZ, iWithLeader)",
CATAnnotationTypeLib.py,AnnotationFactory,True,DispatchBaseClass,,,"CreateFlagNote(self, iSurf)",
CATAnnotationTypeLib.py,AnnotationFactory,True,DispatchBaseClass,,,"CreateNonSemanticDimension(self, iSurf, iType, iSubType)",
CATAnnotationTypeLib.py,AnnotationFactory,True,DispatchBaseClass,,,"CreateRoughness(self, iSurf)",
CATAnnotationTypeLib.py,AnnotationFactory,True,DispatchBaseClass,,,"CreateSemanticDimension(self, iSurf, iType, iSubType)",
CATAnnotationTypeLib.py,AnnotationFactory,True,DispatchBaseClass,,,"CreateText(self, iSurf)",
CATAnnotationTypeLib.py,AnnotationFactory,True,DispatchBaseClass,,,"CreateTextNOA(self, iSurf)",
CATAnnotationTypeLib.py,AnnotationFactory,True,DispatchBaseClass,,,"CreateTextNoteObjectAttribute(self, iSurf, iNOAType)",
CATAnnotationTypeLib.py,AnnotationFactory,True,DispatchBaseClass,,,"CreateTextOnAnnot(self, iText, iAnnot)",
CATAnnotationTypeLib.py,AnnotationFactory,True,DispatchBaseClass,,,"CreateToleranceWithDRF(self, iIndex, iSurf, iDRF)",
CATAnnotationTypeLib.py,AnnotationFactory,True,DispatchBaseClass,,,"CreateToleranceWithoutDRF(self, iIndex, iSurf)",
CATAnnotationTypeLib.py,AnnotationFactory,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATAnnotationTypeLib.py,AnnotationFactory,True,DispatchBaseClass,,,"InstanciateNOA(self, iNoa, iSurf)",
CATAnnotationTypeLib.py,AnnotationFactory,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATAnnotationTypeLib.py,AnnotationFactory,True,DispatchBaseClass,CLSID,IID('{88D2652F-18AD-0000-0280-020CC3000000}'),,
CATAnnotationTypeLib.py,AnnotationFactory,True,DispatchBaseClass,coclass_clsid,None,,
CATAnnotationTypeLib.py,AnnotationFactory2,True,DispatchBaseClass,,,"CreateCoordDimension(self, iSurf)",
CATAnnotationTypeLib.py,AnnotationFactory2,True,DispatchBaseClass,,,"CreateDatum(self, iSurf)",
CATAnnotationTypeLib.py,AnnotationFactory2,True,DispatchBaseClass,,,CreateDatumReferenceFrame(self),
CATAnnotationTypeLib.py,AnnotationFactory2,True,DispatchBaseClass,,,"CreateDatumTarget(self, iSurf, iDatum)",
